GeneName,p-value
SLC25A3,0.774948606414056
SLC6A17-AS1,0.7750263012530003
ITIH4-AS1,0.7751624373321196
SEC24B-AS1,0.7752691017236614
HIGD2B,0.7752719241152038
CELF5,0.7753037809700675
WHAMM,0.7754042435211972
FRMD3-AS1,0.7754803688006242
LOC124900439,0.7754996862111918
CLOCK,0.7755639653856438
TLR8-AS1,0.7755758198731519
LOC403312,0.7756386009640441
CDIPT,0.775690878685078
RNU6-574P,0.7757036638745654
SPDYE5,0.7758974281784224
NBPF15,0.7759418127253254
RNU6-595P,0.7759494736817922
NCF1,0.7759930917479143
EPB41L4A-AS1,0.7760191637398497
NRROS,0.7761026327656022
FXYD2,0.7763071051758998
HPS5,0.7763944209258276
GJA5,0.7765473410512019
BRD2,0.7765772764649655
PEX3,0.7766118468971139
LINC02326,0.776881802320541
RAP1GAP2-AS1,0.7769025857556378
PRKCA-AS1,0.7770470159298913
LINC02693,0.7770739972158163
MFSD12,0.7770813499462628
GAD2,0.7770821142416391
HCN1,0.7771166362610429
VIPR1-AS1,0.7771731706400857
ZNF75D,0.7774711479076976
EBLN1,0.7776631245415708
MIR4465,0.7776741606490102
GFER,0.7776772500140778
LINC01376,0.7778199964913244
S1PR4,0.7778788624810489
GUK1,0.7779426800965885
LOC105377853,0.7779662564323704
LINC01993,0.7780127463313384
LL22NC01-81G9.3,0.7780367837347644
RN7SL727P,0.7780616653575511
LY86,0.7780640104566102
RN7SKP197,0.7782194447249882
ZNF497,0.7782581878859524
RN7SL621P,0.7783107557190981
NCBP2L,0.7783473217145536
SMIM34,0.7784596090713958
FSIP1,0.7785496366161738
XKR5,0.7785721718981844
LINC01605,0.7785765588530454
KIF26B,0.7786295920552
LINC01014,0.7786541940805192
RN7SL605P,0.7786634979582119
LOC124900399,0.7789435381732858
LINC02478,0.7790089397148066
ALMS1,0.7790960117855902
SNURF,0.7792377974387443
NDUFB4,0.7792688608532685
PTDSS2,0.7793319786704682
EXOSC6,0.779424134094393
AQP11,0.7795852052019265
ADARB1,0.7796084330196754
GGTLC3,0.7796508246552495
LRRC18,0.7796788764280164
TRA2B,0.7796937402405623
SSNA1,0.7796956167240461
MIR8063,0.7797287716163352
OR2L5,0.7798329316053999
MRPL30,0.779840071640699
LOC105375635,0.7799418229817153
LOC124900488,0.7801678724475836
SH3GLB2,0.7802439297070172
RN7SL598P,0.7803175249513925
TRIM7-AS2,0.7803419115285724
RNY4P17,0.7803492306694747
C20orf141,0.780424755398375
ZNF367,0.7804321324448388
KCTD3,0.7805774127088259
LINC01484,0.7805900466059645
SLC48A1,0.7805919834247467
LINC02770,0.7806497589961718
AMOTL2,0.7806894466987941
LINC00400,0.7808065456928577
MUSTN1,0.7808094280774892
SNORD51,0.7808400270319638
AKIRIN2,0.780928686325651
CLYBL-AS2,0.7809796816102184
ZNF227,0.7810656777217405
PDF,0.7810684259835105
H2AC20,0.781291540697849
TEDC2,0.7813646575344806
TCP11X2,0.7814404190416159
SCGB3A2,0.7815187734611178
LINC00504,0.7815321682368415
MRPL17,0.7815675115831238
HSPBP1,0.781681098210923
SNORD115-45,0.7817357336177273
RASSF8-AS1,0.7818327437610484
MIR600HG,0.7819545552247973
TSFM,0.7819755575862127
NARS2-AS1,0.7819906551004593
NKTR,0.781995978440886
MROH1,0.7820803806239772
TIPRL,0.7821215446769642
LOC101929413,0.7821247694295219
BKGD,0.7822738781819254
CAPS2,0.782296939023756
TAS2R43,0.7823619790695937
LOC124904023,0.7824350525834809
PRR23E,0.782460186229897
SNORD114-13,0.7824988122668224
CAMK2G-AS1,0.7826172309249261
FRMPD3-AS1,0.7826377984350369
MIR588,0.7826643048700914
PES1-AS1,0.782681976104402
ZNRF1,0.7828183959669749
RNU6-833P,0.7828272766357026
SSTR5-AS1,0.7828490617196732
QARS1,0.7830409173559916
SNORD82,0.7830781435771463
CCL21,0.7831289071041622
LINC02972,0.7831848724228284
LOC124904559,0.7833385596158384
PSMD7-DT,0.7833398871335973
DGCR6L,0.7833721940061861
LOC101929178,0.7834572637443779
RNU1-49P,0.7835428782720794
ANKRD45,0.7835605339545288
MIR5684,0.7835784812385103
SNORD114-3,0.783794681730596
LOC124901671,0.7838473070196663
PPP1R18,0.7839349784673386
HMX3,0.7840318281186921
FAM228A,0.7840717090411509
POP1,0.7840898357519566
LRP6,0.7841257171030127
PACRG,0.784201735621358
MIR1302-2HG,0.7842316139869803
SLC25A35,0.7843214955679441
WDFY2,0.7843856190709463
SNORD91B,0.7844597583631508
ABCG5,0.7845680861045091
IKBKG,0.7847486711473844
TAS2R42,0.7848389361185841
LAMTOR4,0.7848842259886419
TPTE2-AS1,0.7849015431737069
HELQ,0.785049097495599
LOC124904695,0.7850964079483439
MIR4439,0.785123604888832
TPST1,0.7851510891636363
GTPBP4,0.7851577153286295
SLC12A5-AS1,0.7851579487499687
CNTFR-AS1,0.7851972318366549
LINC02309,0.7852862854515672
F10-AS1,0.7852892194283236
RN7SL492P,0.7853477875832944
LINC01633,0.7853964186533009
RNU12-2P,0.7854348771494445
LINC00173,0.7855131169926901
RNU6-474P,0.7855501106918575
MIR147A,0.7855501106918575
ZNF419,0.7856373656125074
LINC01070,0.7856465814556388
DNAH12,0.7857403343605048
LINC01400,0.7858626020759054
PDZD11,0.7859028761655448
TM4SF19,0.7859913732380363
LOC105377858,0.7860651712432996
LINC02124,0.7860690509091829
CAPN8,0.7860859624773964
RN7SL447P,0.7861456957184303
SEPTIN14P23,0.7861708430723136
TYW1B,0.786300160088934
ADM2,0.7863038009001966
OLIG1,0.7864982432375114
MIR4793,0.7865859988045734
CEP83,0.7866587719335534
SCGB2A2,0.7867757269756226
SPATA8-AS1,0.7867793637628379
NCKAP5-IT1,0.7868264087595558
TOMM22-DT,0.7868860630174017
RN7SL443P,0.7868897382859701
CNOT3,0.7869837083930585
MARK3,0.7871668338583988
MIR345,0.7871730027055444
PCAT4,0.7872630230712386
GRIN2C,0.7872832635325469
GAPLINC,0.787336541688145
LINC01389,0.7873629833893503
LINC02205,0.7874524647718691
STUB1-DT,0.7875475541518685
TRBV7-6,0.7875855571046768
SRP14,0.7875965906628815
GRAMD1A-AS1,0.7876162371694955
ATXN3L,0.7877182310446488
TECRL,0.7877506771274589
BAX,0.7880341408672891
IKBKE,0.7881941729220099
LOC102723838,0.7882263946216914
TSPEAR,0.7882478322672464
TSPAN1,0.7882878145781728
RN7SL803P,0.7883581974137841
MTA3,0.7883968313989856
RTEL1-TNFRSF6B,0.7884422931414669
ZBED3,0.7884442255531352
LOC105371887,0.7884834143996577
FGB,0.7885833655564847
TST,0.7886893977367277
RBM22,0.7887843349362866
ST18,0.7888532481149072
RN7SL519P,0.7889004176656607
H3-3A-DT,0.788915869134821
SNORD115-4,0.789014725061222
LINC01477,0.7890316241437575
RNU6-1275P,0.789049375191079
IGLJ2,0.7891108310969619
LINC02364,0.7891848243857515
RN7SKP56,0.7892129711881813
MIR34B,0.7892171636264911
DEFB136,0.7892171636264911
RNU7-193P,0.7892171636264911
MIR4422,0.7892994898488825
MIR8082,0.7892994898488825
RN7SL607P,0.7894229857943365
CARD11-AS1,0.7895223098507046
RN7SL418P,0.7897004207590784
CD300A,0.7897088672576504
LINC02889,0.7897896488631578
PRSS37,0.7898216639935748
LINC02684,0.7899459906008535
LCE1C,0.7899706949290017
KRTCAP3,0.7900545990288607
LOC101927358,0.7900871646115415
STRA8,0.790139882034381
LINC01480,0.7901670612241941
GLT8D1,0.7902172932149762
ZNF648,0.7902215383268859
LOC105371856,0.7902372288738255
VCF2,0.7902985567484583
UBXN1,0.7904358538057246
THRSP,0.7906018760019071
LINC00987,0.7906151673433959
MIR1197,0.7906886388262663
TP53TG3B,0.7908385657336827
PEX10,0.7908780371658032
WDR89,0.7909479817156289
SNORA16A,0.7909698023703828
N4BP2L2,0.7910930868310124
HNRNPA0,0.7911159165164477
MIR26A2,0.7911274213948549
SNORD114-6,0.7911450630434835
GOLGA8F,0.791176491165976
CLEC10A,0.7911845023113369
MIR3651,0.7911881046256833
NEUROD4,0.791231876024776
LINC00276,0.7913200977945282
C1orf159,0.7913447111321722
LINC01365,0.7914391587486385
ZNF80,0.7914489414183143
BMP15,0.7916367747110485
VSTM2A,0.7916651926238509
LINC02771,0.7917742644155953
NPY4R,0.7918124852622007
PCYOX1L,0.7918239453194837
PIGV,0.7918276330734
LOC124904441,0.7918894579675952
RNU7-75P,0.7919464208594371
FAM90A23,0.7919647357049147
PKD2L2,0.7919675422556006
RN7SL649P,0.7920932598045519
DHCR24-DT,0.792182594867589
LINC00924,0.7922518993075018
RNU6-230P,0.7923030542964863
PGM1,0.7923474142919765
TTC5,0.7923483980318724
FOLR2,0.792387302025707
CDC42BPG,0.7924058435996915
CCDC188,0.7925303886212645
TRHDE,0.7925581539624014
HNRNPR,0.7925663653329845
GRID1-AS2,0.7926671442423716
TMEM102,0.7927171946929372
CLPP,0.7927441266335391
LINC00460,0.7927736444360637
EDDM3B,0.7927898302169556
SLC25A11,0.7928162367721732
LRIF1,0.7928678462641829
CCZ1,0.7929107272794786
RN7SKP269,0.7929301254807316
BBS1,0.7929425885224269
IMPACT,0.7929678990810964
RNF157,0.7929794646155295
COX6B2,0.7930150874675517
RNU6-141P,0.7930536282772082
RSPH4A,0.7930719620181378
MIR4424,0.7930810565451446
SLC23A3,0.7931911741445832
RNASE11,0.7933239916406838
OR2T10,0.7933377854732369
LINC02956,0.7934738651883774
LINC01471,0.7934798697124095
TTF1,0.793540378302787
RN7SL333P,0.793735578066525
LMO1,0.7937443519926429
GAS5-AS1,0.793953185716054
NTRAS,0.7939625058106137
ATP6V1B1,0.7939747508334152
SNORA70I,0.7940047418907753
TAAR8,0.794130154649969
FCER1A,0.794130154649969
IFNE,0.7942559608710377
OIP5,0.7942788939442251
ZNF782,0.7942880602756607
MIR7975,0.7943010222947611
RNU6-524P,0.7943010222947611
IGLV8-61,0.7943149187886213
ARF1,0.7943716038109674
LRFN1,0.7944458670807696
MIR4797,0.7944566782752045
PHETA1,0.7945686506745742
KNSTRN,0.7945999837180977
CIRBP,0.7946441027546999
LOC729254,0.7947612540148205
MIR193A,0.7947631654393625
HPN-AS1,0.7947876797217237
MRPL20,0.7949521630715132
TRAJ7,0.7949821397028446
RNU1-31P,0.7950032927788186
RN7SL856P,0.7950376699762914
MGAM2,0.7950758990607617
RAB11FIP4,0.7951007258905112
LINC02608,0.7952661351553744
LINC02549,0.7955340143103288
NLGN2,0.7957223433656668
RN7SKP105,0.7957455457690013
MIR4658,0.7957882093869576
SNX9-AS1,0.7958039168673798
SPMAP2,0.7958137657080374
CLDN9,0.7960232511639177
CCDC90B-AS1,0.7961417555346492
LINC00528,0.796201557880596
LINC02649,0.7962487089293988
LINC01868,0.7962792519868455
ADPGK-AS1,0.7963122730833316
EML2-AS1,0.7963187712974247
TENT5C-DT,0.7963512030736652
VSIG8,0.796437183299761
ATP6AP1,0.7964545122152564
CACNG2,0.7964602159272813
RN7SL587P,0.7964893170852219
MCIDAS,0.7965221863305373
TRIM31,0.7965819545715163
TIMM23B-AGAP6,0.7967440854755213
RN7SL49P,0.7968746213420957
TRAJ14,0.7968762655447784
MIR7152,0.7968762655447784
RNU6-642P,0.7968762655447784
NUBPL-DT,0.7970209268679257
RN7SL775P,0.7970566430171789
FAM88C,0.7971177864240061
FYTTD1,0.7971296213168229
MIR874,0.7971392186134273
RN7SKP256,0.7971602602557915
SMIM22,0.7973148573140789
LINC01659,0.7973682047971953
WDR86,0.7974934241571204
DHCR7-DT,0.7975070317496671
PRORY,0.7976341378480457
RRS1-DT,0.7977453557071971
PPP1R37,0.7978168206100783
RDUR,0.7978218897278817
ZCCHC2,0.7978322107699036
NUP210L,0.7978849884037299
DIS3L2,0.7979166050498913
PHEX-AS1,0.7980288098596181
ZNF276-AS1,0.7981154894638317
LINC01038,0.7981180520251187
ZNF440,0.7981743002643568
MIR4664,0.7982032584725018
RTP5,0.798205457291447
TTC39C-AS1,0.7982121122508019
LINC01592,0.7982289279656263
TMEM131,0.7982364808809173
EYS,0.7982369455760365
DCAF12L1,0.7982948873444752
OR9I1,0.7983713674730974
CETN1,0.798432276912884
LRRC14,0.7984412165941648
LINC01665,0.7984548863889626
WDR75,0.7984761139263233
TYROBP,0.7985374512385282
TENT2,0.7985754474051114
UPB1,0.798645374237333
GLS2,0.7986614825448437
MT1M,0.7986752423325685
RN7SL518P,0.7987048312404992
EDC3,0.7988798777904547
NRSN2-AS1,0.7989140432451014
KIR3DL2,0.7989234098180187
LINC01492,0.7989407878958481
MT-TN,0.7990419274017101
FOLR3,0.799099514056121
THAP8,0.7992104853219689
SERPINB6,0.7992298544425067
KCNIP4-IT1,0.7992402210841197
OR5H6,0.7992513596265051
RNU6ATAC12P,0.7992618097051325
RNU6-310P,0.7992618097051325
REPS2,0.7993193334154457
LINC02955,0.7994145789291878
ZNHIT3,0.7995040366649018
NKX2-8,0.7995111285118973
PPP6R1,0.7995501486362783
SYS1,0.7995625828628669
LRBA,0.7996445123051791
UNC5B-AS1,0.7996634403868474
MIR125B1,0.7996840049471725
GEN1,0.7996870327243508
RNU6-1314P,0.7997241852068777
DARS2,0.7997378773430018
TMT1A,0.8000892537027835
RNU6-157P,0.8001267903235142
RNU6-657P,0.8001267903235142
RNU6-1256P,0.8001267903235142
OR4K13,0.8002593768146314
ENKD1,0.8002616399948679
UBL3,0.8003360094905927
MLF1-DT,0.8005447366136259
LINC02098,0.8005947868814185
ME1,0.8006748856154497
B3GLCT,0.8008077201900355
ERCC4,0.8008250386776129
SETSIP,0.8009821834011721
LOC124900453,0.8009902416279516
RNU6-968P,0.8009902416279516
SPAG11B,0.8010039796916001
NICOL1,0.8010379407107484
SMARCAL1,0.8010724360436634
RN7SL473P,0.8010829859201403
TIA1,0.8011310487829997
DCDC2C,0.8011650741800396
RN7SL850P,0.8012121918970856
MGC27382,0.8012308386916196
OSTN,0.8012659343787188
FUT3,0.80135854257234
NAGK,0.8013769994667246
MIR4688,0.8014311705484656
NAA15,0.8015566908748777
STK16,0.8017247671278376
EFCAB6-DT,0.8017392797719471
MAGI2-AS2,0.8017532482478524
RNU6-726P,0.8017961105265041
RN7SL290P,0.8018399119894715
ELOA3CP,0.8018897221131158
ORC1,0.802030624931432
SCARNA3,0.8020694839119771
LINC00845,0.8020970846085436
SNORD3P1,0.8022134552229264
LINC00581,0.8022238801343795
NRIP3-DT,0.8022562488243852
ELK4,0.8022746846122268
MIR4262,0.8023335259101345
RNU6-1125P,0.8023335259101345
RNU6-653P,0.8023335259101345
SNORD115-39,0.8023335259101345
PRR36,0.8023363409765106
ZFP91,0.8023418466053212
RAET1E-AS1,0.8024115891364073
LINC02884,0.8024355589239299
ZBTB20-AS4,0.802569423927961
GALR2,0.802693544751105
IGKV1D-17,0.8027292744794557
GNA11,0.8027449099857819
ALDH1L2,0.8028657704939599
LINC02724,0.8028680157077812
RORB,0.8028913135878897
SNORA50D,0.8031325387977208
STT3A,0.803137422389645
LOC101928733,0.8031777250864375
SNORA70G,0.8032912169419063
RN7SKP33,0.8032932045594088
PER1,0.8033209111051524
PLXNA4,0.8033267963165209
LINC02059,0.8034498797389843
SUGT1P1,0.8035649899667379
PRG3,0.8036507245916207
LINC01842,0.8036857545751379
SERPINA4,0.8037238424924837
LINC02296,0.8037683168312617
LOC124905349,0.8038432032106582
SLC7A9,0.803850821885902
LEFTY1,0.8039173270915936
LINC01727,0.8039437753586505
LINC02299,0.8039775464447035
ZKSCAN2-DT,0.8039941831021957
LINC02741,0.8040188801143449
ASGR1,0.8040989933200753
THSD7B,0.8041174395048919
LINC02760,0.804171370162547
TRIOBP,0.8042500070680643
DYRK3-AS1,0.8042643715069937
SLC24A5,0.8042856519049749
RN7SL336P,0.8042973847731283
ZPBP,0.8043244492402027
RN7SL498P,0.8043537185673818
IGKV3-11,0.8043978146025035
ETV4,0.8043994699135254
MIR1245B,0.8044899082701219
KHDRBS1,0.8046090146607254
TAAR2,0.8046928275781261
LOC100506937,0.8047100726715498
MIR27A,0.8047725957296078
LIPM,0.8047846966898122
RIBC2,0.804820038166696
USP53,0.8048261245921876
RN7SKP134,0.8048548875837551
TLE7,0.8049017838788225
NINJ2-AS1,0.8049750829487934
RNASEH2B,0.8049886367061231
ASB4,0.8050072190738942
LINC02499,0.8052360902911376
ANK2-AS1,0.8052414189460783
CKMT2-AS1,0.8052622804861453
JAKMIP2,0.8052821908153368
OR2B2,0.8052828450716931
RN7SL619P,0.8053633850034675
CCL5,0.8054962852722318
CSTA,0.8055313734398214
TAS2R30,0.8055424223530993
CXCR5,0.8056076748273197
AJM1,0.805668304561511
C8G,0.8057193616343398
LINC01550,0.8057849728218455
ANAPC11,0.8058174519445416
RN7SL546P,0.8058258192916197
ZNF584-DT,0.8058543182722478
AMHR2,0.8058633126139921
LINC00652,0.80596380361595
RNU6-842P,0.8060087892933204
LZTS3,0.8060718696176487
PIWIL3,0.8061288265555997
OR2T11,0.8061795017074382
MIR520F,0.806208958909171
RNU6-56P,0.806208958909171
MIR4463,0.806208958909171
MIR8059,0.806208958909171
MIR3943,0.806208958909171
SNRNP27,0.8062197423780334
PSAPL1,0.8062299955026774
LINC02199,0.8062762380507704
LOC112267969,0.80629959937566
SNX20,0.806303941538974
LOC124904411,0.8063605801622773
PANTR1,0.8065180962925893
SERPINB13,0.8066188803287366
INHBC,0.8067307824756142
PCK2,0.8067525157758886
GXYLT1,0.8068895091269865
FARP1-AS1,0.8069316193037684
RNU6-64P,0.8070265879088074
RNU1-7P,0.8070265879088074
BRCA2,0.807089118514133
NLRP14,0.8072004248575585
DNAJC5B,0.8072017134367351
SOCS4,0.8074491366049321
MFSD14A-AS1,0.8075619868978028
PRR32,0.8076329764284389
LOC105375875,0.8076976696331566
SLC61A1,0.8077026311805723
SAP30BP,0.8077163985583365
SRARP,0.8077647069797438
LOC124909425,0.8078220681209181
MITF,0.8079546889780884
LINC02501,0.8079675528626904
ANKRD40,0.8080591930270846
ZNF622,0.8080732935027386
CXorf65,0.8080805371721657
LINC01339,0.8081891505766039
TMEM185A,0.8082165511867472
MIR10A,0.8082213658939493
LINC01470,0.808242388923664
C21orf91,0.8083399593969087
RNASE1,0.8083466816787082
PRF1,0.8083975375522764
ZNF665,0.8084287500905366
LOC101928475,0.8085012517687312
CRP,0.8085012517687312
MT-TM,0.8085267533921325
LY6G6E,0.8085465066269617
SLCO1B3,0.8086014372514513
SIRPB1,0.8086081040553041
DDC,0.8086461478341272
LINC01007,0.8086499016182163
RNU7-123P,0.8086690741059331
PINX1,0.8086841011338209
CCT8L2,0.8087723718819084
RNU2-60P,0.808800096263352
SKA3,0.8089165637195314
CYTL1,0.8090648367644606
LINC00486,0.8090826000753986
SCGB2A1,0.809097564254053
LOC124904288,0.8091759389927481
HACL2,0.80919139272799
SHCBP1L,0.8092367776497735
LOC112268252,0.8092530388016884
LINC00454,0.809261684769409
ARIH2OS,0.8092700583674161
CBLL2,0.8093302559099347
SUSD4,0.8093812564287439
LOC124901521,0.8094570491578955
IL23R,0.8094572875991042
CRHBP,0.8095507868758308
LINC01080,0.8097863864907477
MINDY4B,0.809824668872767
HRH1,0.8098613414815259
SV2B,0.8099009804426641
LOC105377267,0.8099294702753158
LOC104613533,0.8100351111922471
RNU7-79P,0.8100915223472412
PPP2R2A,0.8101299646186529
KRTDAP,0.8102060480177563
APOBEC3C,0.8102571056658572
KIF21A,0.81036201596301
P2RY1,0.8103873201437751
KRT6C,0.8104026911293392
PTGER3-AS1,0.8105150800012497
BRAT1,0.8105425686314196
FAM120B,0.8106759239085737
BSPH1,0.8107393342976283
PMM1,0.8107854863902046
C14orf180,0.8108149662159496
BCL2L1,0.810823428033322
IGKV3-7,0.8108783342020041
PLEKHS1,0.8110181304148506
LOC101928416,0.8111520113009165
P2RX5-TAX1BP3,0.8118634609586612
CLNK,0.8118704815684014
LOC124900893,0.8119342730139253
NDUFAF4,0.8119637469990282
ARMC5,0.8120862170979903
LINC01609,0.8120876881546645
ERLNC1,0.8120982862805675
TTC23,0.8122236182894371
XKR8,0.8123848846262053
LOC124905040,0.8124277097280113
RN7SL151P,0.8125015671209348
MZF1-AS1,0.812599795901626
CEP250-AS1,0.8126147133307181
LINC01634,0.8126922394322614
GANC,0.8128715728020379
C5orf47,0.8130398551276339
DUS1L,0.8130450182850257
TRBV20OR9-2,0.8130489213999454
BTBD7,0.8130876879432444
AP4S1,0.8130990493356011
TMEM42,0.8131668404641796
SIAH2-AS1,0.8133125385384505
TMEM204,0.8133602502892885
NEGR1-IT1,0.8134218718566171
OR51B2,0.8134388535086741
NUP160,0.8134652122746228
CELF2-AS3,0.8134768818334641
RNU11,0.8134882736055151
GLRX5,0.81351315510552
SNORA2C,0.8137018792937214
MIR130A,0.8137637320632087
RSF1-IT1,0.8138002851594417
RN7SL178P,0.8140316154972951
LINC02882,0.8140697937470572
LINC01924,0.8141955603423594
LINC00865,0.8142532328564455
AMPD2,0.8143005326294885
IGSF5,0.8143124112523505
LINC01433,0.8144490282204451
SMCR5,0.8144558002560531
TGIF2,0.8144562672000126
LINC02321,0.8145265004691029
GNAT2,0.8147095124917738
PSD2-AS1,0.814749378120924
TARS2,0.8148213144106651
RNU6-228P,0.8148837697122534
ACP2,0.8149676226552613
ANAPC2,0.8150071133258274
LINC02674,0.81505837887871
CALML6,0.8152115815897065
ERV3-1,0.8152124046837896
ZNF410,0.8152936283603431
GAREM2,0.8154987448972618
KIF20A,0.8156397883506896
IL36RN,0.8157148925617793
TBC1D3D,0.8157171738789232
FAM25C,0.8157318202083829
MIR7848,0.8158009976242176
RPL26,0.8159631441374259
MNX1-AS2,0.8160282777692425
MTHFS,0.8161429155489438
CHMP7,0.8161666381767715
CRPPA-AS1,0.8162079494995218
MIR4256,0.8163049270226763
PRAF2,0.8163528367975472
RNASEH1,0.8164226017637998
FKBP7,0.8164416184751437
CD28,0.8165205825586203
CREB1,0.8165924184247811
LINC02387,0.8168398231435479
LRRC63,0.8169823189193139
SLC4A5,0.8169872370342385
ZNRD2-DT,0.8172693553330393
TXN,0.8172951946302766
PARVG,0.8173308916519423
POU2AF3,0.8173589850260023
LOC124900541,0.8175259400930068
FXN,0.8176090418569084
MIR1-1,0.817612610729036
TMEM240,0.8176622250550623
OR10K2,0.8179026846953942
LINC02611,0.818075331500526
MIR5093,0.8184460491435788
ZNF99,0.8185179169169469
LINC01998,0.8185385575778253
KLHL14,0.8186191187194785
C4orf50,0.8186368375605757
RNA5SP150,0.8187487817516473
H3C10,0.8187768288441405
DNAJC27-AS1,0.8188155255633129
PARD3-DT,0.8188447114984918
LINC00937,0.8189376312345872
RUNX3,0.81895829708196
RN7SL657P,0.819028279289324
APC2,0.8190819707302147
LINC00664,0.8190926987441389
ARHGAP30,0.8195294213105982
SLCO4A1-AS1,0.8197066986758302
LINC02487,0.8198025308439116
PRKAG2-AS2,0.81981425074864
RNU1-82P,0.8198267416637006
TEN1-CDK3,0.8198786489085713
SHISA9,0.819967480383306
MIEF2,0.8199700758925375
RN7SL162P,0.8200388220629936
LINC03137,0.8200430995745469
ZNF813,0.8200747914409435
ZHX1,0.8200866201934158
FRYL,0.820118568230271
GID8,0.8201909281514198
RNU6-379P,0.8203635744226536
ZNF727,0.8207008737801931
SMIM29-AS1,0.8208080609403244
SIRPD,0.8208685729177115
PAPLN-AS1,0.8208975912656802
LINC00552,0.8209715797238508
ZNF417,0.8210433165631361
SYS1-DBNDD2,0.8211345980782824
LOXHD1,0.821194174846845
ADAMDEC1,0.8212527280636106
LETM1,0.8213301069203103
LOC102725019,0.8213445717816823
RPGRIP1,0.821420557794163
PRSS38,0.8216439879039457
PHOX2B-AS1,0.8216963233877991
MIR1287,0.8217611620301813
MIR365BHG,0.821776523239143
RABEP2,0.8218358000881398
OR8D1,0.8220159656892077
LINC03015,0.8220766307641925
PRKCB,0.8222116808931172
MIR574,0.8222321553894889
MSTO1,0.8222459795130217
KDF1,0.8224696176755254
POTEE,0.8224724600533727
PRRG3,0.822552183444178
NAV2-AS2,0.8225662844780363
ITPRIP-AS1,0.822592446853097
PLEKHM1,0.8226020589965115
FOXC2-AS1,0.8226305593390191
GLYATL1,0.8226849941963749
NCAPH,0.8227196688969953
MGC4859,0.8229397109584144
MIR3129,0.8229932034940479
MRPL41,0.8230288144268195
KCNQ5-DT,0.8230835876727173
LINC02463,0.8231339958122679
RPS15A,0.8231650070382409
RNU6-879P,0.823232662397958
MEF2C-AS1,0.8233171721449202
UGT2A1,0.8233905716825585
FCN3,0.823779108569843
KIF19,0.8238268896931245
FAM241B,0.8238433065300128
MCOLN2,0.8239735283167862
LINC01077,0.8240024411481554
GTSF1L,0.8240043182071082
LOC101927788,0.8240526178334169
RNU6-390P,0.8240606707299835
MRPS12,0.8240685651760036
KHDC3L,0.8241052475660793
ECT2L,0.8241121233382693
LINC01159,0.8241125854057034
RN7SL670P,0.8243608827967899
AGRP,0.8243862954555601
BCL11B,0.8244304859155664
LOC389602,0.8244376355507779
ST6GAL2-IT1,0.8244535254483945
RNU7-129P,0.8246242549334584
LRRC8B,0.8247866354087035
REL-DT,0.824866349649022
BASP1-AS1,0.824900984895913
C7orf57,0.8249083510568084
ITPR1-DT,0.8249282741635876
SPRY4,0.8249990676701598
ADPGK,0.8250666846255842
KCNQ3,0.8251604750473769
TPSB2,0.8252137296637608
MIR181B1,0.8252650394105671
RTL4,0.8253127125858047
LINC01254,0.8253738349184945
SNORD114-18,0.8254806956455794
TTC1,0.8255140430685228
LOC105377730,0.8257975623862716
CHMP5,0.8258950079137986
RPUSD3,0.8259184193287727
SNORD11,0.8260756301704991
SDHD,0.8261647119399849
MIR3182,0.8262218785518947
LOC107984262,0.8262228506918384
MRC1,0.8262656030118902
SNX25,0.8263866231596662
NELFB,0.8265357923236112
ZFP3-DT,0.8266037530534206
SLC35F5,0.8266457570109292
RNU5B-2P,0.8266757414345521
CYP24A1,0.8267670499683173
DDX11-AS1,0.8268041443397944
HMGB4,0.8271143676025542
NUCB2,0.8272115678302059
LINC01483,0.8272475742235171
LINC00559,0.8272723513524498
HIGD1B,0.8273445616935613
PTX3,0.8273636857293569
C16orf90,0.8274953238233664
SPMIP1,0.8275005552418788
ADAP1,0.8275350160330972
COX8C,0.8275956788173425
CCDC60,0.8276167991174479
KLF13,0.8276591863155144
RNU6-1062P,0.8276962009182105
CPLX4,0.8277562863867949
LOC105379003,0.8278027960955153
DPY19L3,0.82785597763342
SUPT16H,0.8278713289237019
PAQR9,0.8279233020376353
NUTM2E,0.8279506357538405
NME8,0.828124472037874
FSTL4,0.8281794835465933
LOC105374328,0.8282838206858492
LMBRD2,0.8283127679871731
LOC124905556,0.8283497610147904
LOC124903857,0.8283497610147904
LOC124905693,0.8283497610147904
SPATA31A1,0.8283580067878837
TTBK2-AS1,0.8283890707268302
ZFPM2,0.8284106782349391
STMN4,0.8285202987498435
ZDHHC20-IT1,0.828575506544717
MIR1249,0.8285983889362143
LOC105378044,0.8286371808500181
RIOK3,0.8286782666398527
CDCA3,0.8288028570221699
BAG3,0.8288478262821866
TMEM184B-AS1,0.8289264790963875
LINC02020,0.8289748143660235
PHACTR2-AS1,0.829067533638705
INTS6L-AS1,0.8292217206037442
LOC102724877,0.829266249960374
APOC4,0.8292713672109152
LINC01871,0.8292751898748569
RN7SL559P,0.8292859691480816
LINC02782,0.8294231715033467
RIPK1,0.8294263631359361
UTP23,0.8294348619654315
RN7SL334P,0.8295339164417312
RNU4-29P,0.8295627995305328
MIR623,0.8296036790320968
MIR8083,0.829658843081066
KIF2C,0.8296829742702809
KCNC2,0.8297134129937062
MIR4659A,0.8297286142071459
TRAV38-2DV8,0.8298304486430865
DSG3,0.8298393301515383
RNY1P9,0.8298492391997012
